str,peak,fin,amplitude,rippleDetection_rippleTrlDef
3986466,3987466,3988466,4.57895913044069,0
4048586,4049586,4050586,4.6656623790684,1
4116026,4117026,4118026,4.0809898337232,1
4116811,4117811,4118811,5.64446135579836,1
4147957,4148957,4149957,3.65588526755172,1
4231594,4232594,4233594,5.38388743492641,1
4295120,4296120,4297120,3.00984827759984,1
4297278,4298278,4299278,5.06222578666414,0
4297479,4298479,4299479,3.33173819317031,0
4302501,4303501,4304501,5.63032470174316,1
4323590,4324590,4325590,4.57703748210557,0
4327374,4328374,4329374,4.88901928830294,1
4345092,4346092,4347092,5.39951003717865,1
4346906,4347906,4348906,3.64203940132135,0
4387139,4388139,4389139,4.25858251267034,0
4449369,4450369,4451369,4.32639890993077,1
4540632,4541632,4542632,2.79509917298336,0
4551557,4552557,4553557,4.66535893076964,1
4569883,4570883,4571883,6.58019130455001,1
4599250,4600250,4601250,4.67253645666104,1
4599369,4600369,4601369,4.76787123716878,0
4671062,4672062,4673062,6.0561373883378,1
4675967,4676967,4677967,6.0496567205193,1
4706395,4707395,4708395,4.36496994107685,1
4714444,4715444,4716444,6.12485153934384,1
4728444,4729444,4730444,4.276537066838,0
4821548,4822548,4823548,6.54901312209609,1
4831038,4832038,4833038,3.98190698377865,1
4848209,4849209,4850209,4.67308390307155,1
4849185,4850185,4851185,5.27988494249738,1
4865305,4866305,4867305,3.19579987144883,1
4888963,4889963,4890963,5.12740600513461,1
4889180,4890180,4891180,5.9993224136182,1
4908822,4909822,4910822,6.04321454630547,0
4925049,4926049,4927049,5.22879570669054,1
4926894,4927894,4928894,5.41065208373908,1
4945610,4946610,4947610,5.57447008110422,1
5024349,5025349,5026349,6.66682195123177,0
5028882,5029882,5030882,4.40429164815018,1
5045721,5046721,5047721,6.29265082874443,1
5065694,5066694,5067694,5.21519172339636,1
5091485,5092485,5093485,5.73359104566991,1
5092574,5093574,5094574,5.43423010511568,1
5104096,5105096,5106096,3.30976768934566,1
5111472,5112472,5113472,5.1957785027271,0
5116614,5117614,5118614,4.6795047756082,0
5124144,5125144,5126144,6.28181280949501,1
5142360,5143360,5144360,4.355923107376,1
5146981,5147981,5148981,6.72311424997385,1
5148058,5149058,5150058,3.52594802549774,1
5149552,5150552,5151552,6.76805308532181,1
5175931,5176931,5177931,5.46457922444477,1
5225746,5226746,5227746,6.36599140119302,1
5238633,5239633,5240633,3.91954109951532,0
5273593,5274593,5275593,5.23822761122232,1
5287679,5288679,5289679,3.3582228535667,1
5319696,5320696,5321696,4.90028341909607,1
5319749,5320749,5321749,3.46005092323366,0
5358334,5359334,5360334,4.45228492813417,1
5369976,5370976,5371976,5.45749545469538,0
5370076,5371076,5372076,4.2697827450356,1
5394670,5395670,5396670,4.09463153885161,1
5455701,5456701,5457701,5.06305043166207,0
5462821,5463821,5464821,3.42274818695151,1
5482546,5483546,5484546,4.15287296829812,1
6046567,6047567,6048567,4.67304716771537,1
6194023,6195023,6196023,4.33059020331812,1
6194778,6195778,6196778,4.6372130492025,0
6203645,6204645,6205645,3.81018562675933,1
6238313,6239313,6240313,5.12315291566174,0
6243107,6244107,6245107,3.63415650138843,1
6243266,6244266,6245266,6.90788420283939,1
6248286,6249286,6250286,6.96295312060225,1
6261250,6262250,6263250,4.23714152916028,0
6263448,6264448,6265448,5.49058336703334,0
6263558,6264558,6265558,6.71834720696795,0
6263658,6264658,6265658,4.45775491583768,0
6264081,6265081,6266081,4.5045239365465,1
6269991,6270991,6271991,5.06524045752739,1
6288495,6289495,6290495,4.0251528420527,1
6290078,6291078,6292078,3.60902655310276,0
6296469,6297469,6298469,5.71701817120022,1
6334368,6335368,6336368,5.25897003865714,1
6364981,6365981,6366981,3.82909595217954,1
6366117,6367117,6368117,4.43345799732511,1
6369966,6370966,6371966,3.5107523654782,1
6397308,6398308,6399308,3.7216382122292,1
6397917,6398917,6399917,5.9426313896774,0
6430059,6431059,6432059,5.4010595150583,1
6468515,6469515,6470515,4.0785157394819,1
6501999,6502999,6503999,4.35665529377081,0
6506918,6507918,6508918,3.79688156797114,1
6520515,6521515,6522515,4.14608887050378,1
6529751,6530751,6531751,4.43370968333966,1
6581286,6582286,6583286,3.99100267773776,1
6606663,6607663,6608663,6.71272384450376,1
6628138,6629138,6630138,3.47381954947608,1
6634265,6635265,6636265,6.32048988507029,0
6638966,6639966,6640966,3.8574207386182,0
6641173,6642173,6643173,4.34623209539757,1
6649882,6650882,6651882,4.91561196909805,1
6657358,6658358,6659358,5.19596858874586,1
6657496,6658496,6659496,5.44944695499257,1
6666303,6667303,6668303,6.75888546273876,1
6666568,6667568,6668568,5.61094533795251,0
6686736,6687736,6688736,4.70722307026174,1
6708400,6709400,6710400,4.24169208676271,1
6720920,6721920,6722920,4.45654494166497,1
6736793,6737793,6738793,5.42144718943747,1
6809294,6810294,6811294,3.99511028923992,1
6816503,6817503,6818503,4.86050695095346,1
6823529,6824529,6825529,4.87587526277869,0
6874146,6875146,6876146,5.39112283101218,0
6895916,6896916,6897916,4.37993321236527,1
6932958,6933958,6934958,4.24074287825943,0
6935020,6936020,6937020,3.80964577167461,0
6939054,6940054,6941054,3.48394752937576,0
6955813,6956813,6957813,6.0350943279302,1
6961257,6962257,6963257,4.61811400582287,1
6966634,6967634,6968634,4.68696533311777,1
6970304,6971304,6972304,6.69741526461938,1
6972846,6973846,6974846,3.9088355994722,0
6972970,6973970,6974970,6.78592099657334,0
6997763,6998763,6999763,4.48458052927298,0
7004531,7005531,7006531,3.81229972049073,0
7029303,7030303,7031303,3.69002202642724,1
7043841,7044841,7045841,3.77020893315629,1
7056967,7057967,7058967,3.39770767003991,0
7058053,7059053,7060053,5.19548211397183,1
7058470,7059470,7060470,3.40121841409037,1
7062904,7063904,7064904,6.36449162916284,1
7085185,7086185,7087185,3.90181834802853,1
7089573,7090573,7091573,5.33695882220968,1
7093134,7094134,7095134,3.90709682272635,1
7093207,7094207,7095207,3.6944466523355,0
7131814,7132814,7133814,3.62674182327777,1
7135736,7136736,7137736,3.75873536311006,1
7146997,7147997,7148997,6.96278831030398,0
7151943,7152943,7153943,3.16697276218191,1
7162349,7163349,7164349,5.42210809769634,1
7163188,7164188,7165188,3.95753363186486,1
7165683,7166683,7167683,5.90072998422082,1
7173623,7174623,7175623,4.7460720769871,1
7175137,7176137,7177137,5.73111006735428,1
7184153,7185153,7186153,5.11645013540651,1
7194814,7195814,7196814,5.43552124794761,1
7212197,7213197,7214197,5.59126575067973,0
7212336,7213336,7214336,5.71238894325268,0
7243088,7244088,7245088,3.52118615353114,1
7271729,7272729,7273729,5.59762163809904,1
7272658,7273658,7274658,6.75053241411067,1
7276445,7277445,7278445,6.5428444050163,1
7284259,7285259,7286259,5.92258407290579,0
7284759,7285759,7286759,5.59427109450808,0
7287205,7288205,7289205,4.78739693672,0
7288789,7289789,7290789,5.36389259101789,1
7320314,7321314,7322314,2.87970719004065,0
7330961,7331961,7332961,5.54075512139404,1
7353057,7354057,7355057,3.49934163235876,1
7365327,7366327,7367327,3.95669640860437,1
7373590,7374590,7375590,3.40976107492363,0
7373743,7374743,7375743,4.57874221500253,1
7377088,7378088,7379088,4.23067591418334,1
7393334,7394334,7395334,5.17321890637753,1
7396705,7397705,7398705,6.53587797969728,0
7400802,7401802,7402802,2.95657438993232,0
7434309,7435309,7436309,4.24357245361734,0
7436624,7437624,7438624,3.88175802266857,1
7444416,7445416,7446416,3.99267208564391,1
7449143,7450143,7451143,4.11503257189128,0
7471801,7472801,7473801,3.93580278237811,1
7473139,7474139,7475139,4.35151993250392,1
7474737,7475737,7476737,3.26671179816397,1
7483297,7484297,7485297,5.45636863274531,1
7503063,7504063,7505063,4.87757791792445,1
7503205,7504205,7505205,4.29749321202194,0
7512144,7513144,7514144,3.97205580788101,1
7513986,7514986,7515986,4.67791994250804,1
7530793,7531793,7532793,5.22439878607122,1
7537747,7538747,7539747,3.22214339463327,1
7538747,7539747,7540747,6.23379392317195,1
7551803,7552803,7553803,4.41943361188108,1
7552733,7553733,7554733,4.19130170665689,1
7560333,7561333,7562333,3.06983201495564,0
7564717,7565717,7566717,5.6938067286139,1
7568508,7569508,7570508,3.99239558794727,1
7578357,7579357,7580357,4.26216847463811,1
7586901,7587901,7588901,3.70929114338531,1
7588630,7589630,7590630,4.27803580064318,0
7630716,7631716,7632716,4.33450157911909,1
7633933,7634933,7635933,4.21168621180436,1
7662573,7663573,7664573,5.89684138598809,0
7662628,7663628,7664628,3.97603264858933,0
7676366,7677366,7678366,4.30381519347627,1
7680936,7681936,7682936,3.16651710211512,1
7699647,7700647,7701647,3.81596693051662,0
7710882,7711882,7712882,3.94983442018412,0
7736701,7737701,7738701,4.79525911304785,1
7737493,7738493,7739493,6.79415823533166,1
7763869,7764869,7765869,6.41187902182715,1
7769411,7770411,7771411,4.56872780484767,0
7774540,7775540,7776540,5.05802565939012,1
7785426,7786426,7787426,6.0288068130528,1
7795567,7796567,7797567,4.14930549220249,1
7815744,7816744,7817744,4.20438693588226,1
7818271,7819271,7820271,4.3912926940269,1
7870599,7871599,7872599,4.09599477201447,1
7879200,7880200,7881200,4.93782711768653,0
7883322,7884322,7885322,3.05678076458965,1
7892566,7893566,7894566,3.81737468594778,1
7904575,7905575,7906575,4.38622868049447,1
7906921,7907921,7908921,3.94851045890873,0
7908296,7909296,7910296,6.31493195941148,1
7936001,7937001,7938001,4.26744330160861,1
7945488,7946488,7947488,3.95983911957187,0
7945846,7946846,7947846,3.46567223940487,1
7976697,7977697,7978697,3.7114578850352,1
7995763,7996763,7997763,3.15986678385354,1
8019974,8020974,8021974,4.97358505361655,1
8031023,8032023,8033023,5.64085156627695,0
8097934,8098934,8099934,5.34408092847955,0
8120431,8121431,8122431,3.55034646745921,0
8120492,8121492,8122492,4.48192369562739,1
8131025,8132025,8133025,5.39599646517019,1
8140457,8141457,8142457,6.37196452895616,1
8143005,8144005,8145005,4.35905831402244,1
8144994,8145994,8146994,5.02222377749508,1
8145472,8146472,8147472,3.41688943565473,1
8151219,8152219,8153219,4.40286743302333,0
8151540,8152540,8153540,3.91044385072795,1
8153366,8154366,8155366,3.74212943245669,1
8159867,8160867,8161867,3.28101529718807,1
8222671,8223671,8224671,3.72535715462273,1
8233423,8234423,8235423,3.84767036214644,1
8247353,8248353,8249353,3.44874302430974,1
8252673,8253673,8254673,3.1112949935192,1
8263915,8264915,8265915,3.43675380227599,1
8273171,8274171,8275171,6.06770884369711,1
8276568,8277568,8278568,4.37740885146867,1
8281638,8282638,8283638,3.40851193026976,1
8281904,8282904,8283904,3.58395922329571,1
8283510,8284510,8285510,4.51227411993417,0
8283594,8284594,8285594,4.32229063030205,1
8285384,8286384,8287384,3.65259353533743,0
8288542,8289542,8290542,4.56404974079691,1
8290764,8291764,8292764,4.54959038682929,1
8294642,8295642,8296642,3.67785604027441,0
8297647,8298647,8299647,3.27261634946055,0
8298197,8299197,8300197,5.50550806791947,1
8299554,8300554,8301554,5.30656074340654,1
8299875,8300875,8301875,3.61312512332217,1
8318882,8319882,8320882,4.56155870382194,0
8334641,8335641,8336641,5.87386208074655,1
8339015,8340015,8341015,5.91408722309835,1
8359379,8360379,8361379,3.52291475952184,0
8370236,8371236,8372236,3.93814367543326,0
8385190,8386190,8387190,6.39834984679426,1
8386150,8387150,8388150,4.31291914306155,1
8400960,8401960,8402960,3.59495084003738,0
8750080,8751080,8752080,4.38663129061402,1
8757296,8758296,8759296,3.50834474658318,0
8757391,8758391,8759391,2.99153157012129,0
8758368,8759368,8760368,6.75765176232899,1
8768011,8769011,8770011,4.76132147311776,1
8769888,8770888,8771888,5.15232528482117,1
8796651,8797651,8798651,6.64951344937421,1
8819121,8820121,8821121,5.54120614971298,0
8825613,8826613,8827613,4.37676646237723,1
8835201,8836201,8837201,3.40568325688089,0
8856852,8857852,8858852,4.00507564049971,1
8881660,8882660,8883660,5.41855383819653,1
8893444,8894444,8895444,3.39725952601255,1
8902721,8903721,8904721,5.58817913489943,1
8911501,8912501,8913501,2.92270892456397,0
8931999,8932999,8933999,4.63646289739272,0
8932202,8933202,8934202,6.74874236606515,0
8934973,8935973,8936973,4.00110466310191,0
8942021,8943021,8944021,5.32852752941051,1
8953073,8954073,8955073,6.78239787684956,1
8971548,8972548,8973548,3.74940860361037,1
8972854,8973854,8974854,5.12162712558,1
8977678,8978678,8979678,6.00144132830808,1
9011757,9012757,9013757,3.28591680456588,1
9017403,9018403,9019403,3.42432662242933,0
9026043,9027043,9028043,3.70256729463564,1
9026657,9027657,9028657,5.66955449969892,1
9031073,9032073,9033073,5.73291880943998,1
9033673,9034673,9035673,5.57128093636608,0
9036523,9037523,9038523,5.14097032264822,1
9039910,9040910,9041910,3.29983711302069,1
9057098,9058098,9059098,2.81804483394982,0
9070408,9071408,9072408,6.03417105703428,1
9079635,9080635,9081635,4.92746028531702,0
9093520,9094520,9095520,5.78072604630978,0
9104231,9105231,9106231,4.47103553464944,1
9115535,9116535,9117535,5.02059283550286,1
9117472,9118472,9119472,4.31599589600044,1
9118807,9119807,9120807,4.90231944985033,1
9120588,9121588,9122588,4.58323945393109,1
9121625,9122625,9123625,5.44697874854371,1
9123591,9124591,9125591,5.59329928703005,1
9143460,9144460,9145460,3.40203678655594,1
9173584,9174584,9175584,5.42955225371771,1
9174266,9175266,9176266,4.54267352137911,0
9176171,9177171,9178171,5.78552540600711,1
9216150,9217150,9218150,5.4917965333307,1
9219118,9220118,9221118,4.40253999162785,1
9222434,9223434,9224434,3.95445664430168,1
9228833,9229833,9230833,6.32345477194772,1
9231410,9232410,9233410,4.8085824230482,1
9232778,9233778,9234778,4.00113685599522,1
9236319,9237319,9238319,4.12844315583987,1
9276314,9277314,9278314,4.59745898629142,1
9309776,9310776,9311776,5.38795811460412,1
9309938,9310938,9311938,4.92273606072248,1
9334792,9335792,9336792,6.16444528105372,1
9363401,9364401,9365401,4.49760818167603,1
9367978,9368978,9369978,4.25277052205588,1
9379836,9380836,9381836,3.57941920418847,0
9385119,9386119,9387119,3.9028196863509,1
9387624,9388624,9389624,6.64238822507751,1
9393806,9394806,9395806,6.94478204506563,0
9420827,9421827,9422827,5.26090730852921,1
9425014,9426014,9427014,4.28595974744986,1
9439399,9440399,9441399,5.2274353041435,1
9445885,9446885,9447885,6.97518776682286,1
9446118,9447118,9448118,4.10725572388518,1
9447688,9448688,9449688,3.41918867553596,0
9448852,9449852,9450852,3.6269365053731,1
9452873,9453873,9454873,5.73910914323953,0
9453035,9454035,9455035,3.21981727067453,0
9455687,9456687,9457687,5.39346692091602,1
9475260,9476260,9477260,6.26361921730782,1
9479443,9480443,9481443,5.87737381579282,1
9485180,9486180,9487180,5.83060422822603,1
9490405,9491405,9492405,3.45847816114015,1
9493930,9494930,9495930,4.28715127903794,1
9495177,9496177,9497177,6.24869391959394,1
9495939,9496939,9497939,4.04950633347007,0
9558722,9559722,9560722,5.49118249005129,0
9562180,9563180,9564180,4.40303467413136,1
9568439,9569439,9570439,4.31878066607711,1
9571518,9572518,9573518,2.90454025239809,0
9573962,9574962,9575962,4.62631577412112,1
9574313,9575313,9576313,3.36476697614496,0
9574481,9575481,9576481,6.30787670163123,0
9574952,9575952,9576952,4.26110234145983,1
9580057,9581057,9582057,3.24115633124193,0
9593408,9594408,9595408,5.17301970923887,1
9607837,9608837,9609837,6.59435187622346,1
9608013,9609013,9610013,3.16384580466364,1
9618356,9619356,9620356,3.85931464332355,0
9619115,9620115,9621115,4.54610060632256,1
9622301,9623301,9624301,6.06877121756707,1
9633160,9634160,9635160,4.48410445160173,1
9636028,9637028,9638028,5.81024663909482,1
9638137,9639137,9640137,5.84194127481881,1
9640968,9641968,9642968,5.73310072814088,1
9641156,9642156,9643156,5.1893860401671,1
9647653,9648653,9649653,4.90652538338071,0
9655247,9656247,9657247,3.29931706541691,0
9656582,9657582,9658582,6.4610825873014,1
9657719,9658719,9659719,6.07276905042493,1
9658328,9659328,9660328,4.60757410461224,0
9661892,9662892,9663892,3.09094674056968,0
9668767,9669767,9670767,6.36683844652787,1
9670801,9671801,9672801,4.81267949042644,1
9686130,9687130,9688130,3.38569124658919,0
9703929,9704929,9705929,4.08798908426852,1
9712205,9713205,9714205,3.63611249494805,0
9714666,9715666,9716666,4.79258651685221,1
9719228,9720228,9721228,5.11606546324057,1
9720535,9721535,9722535,4.29889141582434,1
9727305,9728305,9729305,6.08400349915991,0
9729387,9730387,9731387,5.27035583982238,1
9731010,9732010,9733010,5.09403863387307,1
9764977,9765977,9766977,6.495843311941,1
9785074,9786074,9787074,4.18935073415166,1
9817310,9818310,9819310,5.88550366428532,1
9823419,9824419,9825419,3.64452471366921,0
9830169,9831169,9832169,5.73873138751072,0
9830336,9831336,9832336,5.71789423665143,1
9839787,9840787,9841787,4.35037974602479,1
9840401,9841401,9842401,4.64325594825719,0
9840512,9841512,9842512,5.07607701192459,1
9851319,9852319,9853319,3.88359071581756,0
9853912,9854912,9855912,4.13684579370844,1
9858269,9859269,9860269,3.45649944204931,1
9862296,9863296,9864296,4.24952154179369,1
9862596,9863596,9864596,4.19653697357035,1
9875008,9876008,9877008,3.77511915055484,1
9882139,9883139,9884139,5.36713636891376,1
9882317,9883317,9884317,4.58942885159497,0
9882459,9883459,9884459,5.75322304633715,0
9882621,9883621,9884621,6.09870478164949,1
9894252,9895252,9896252,3.35057748608273,1
9899580,9900580,9901580,6.14264886083752,1
9929967,9930967,9931967,3.95468316834897,0
9931845,9932845,9933845,6.52292506984376,1
9942161,9943161,9944161,4.49753706489901,1
9948786,9949786,9950786,4.38350399035444,0
9952843,9953843,9954843,3.69464179240304,0
9960242,9961242,9962242,3.23245175521323,1
9979527,9980527,9981527,3.54422579779027,0
9979687,9980687,9981687,6.36672784805637,1
9980561,9981561,9982561,3.83964384135549,1
9983239,9984239,9985239,5.37344804892086,1
9983906,9984906,9985906,4.39425793301877,1
9986315,9987315,9988315,5.53573939878789,1
9987183,9988183,9989183,5.7338498437877,0
9991746,9992746,9993746,3.53760471480937,1
10009229,10010229,10011229,4.44263150453338,1
10013713,10014713,10015713,4.05146051070863,0
10017889,10018889,10019889,3.75435930429451,0
10017995,10018995,10019995,6.37077957239398,0
10031421,10032421,10033421,5.7695974601303,1
10035687,10036687,10037687,4.88310505865199,1
10058984,10059984,10060984,6.46460875493355,1
10094023,10095023,10096023,3.94547234727414,1
10102285,10103285,10104285,6.59735201544789,1
10116616,10117616,10118616,4.59216338208183,0
10121804,10122804,10123804,5.20730782967391,1
10123232,10124232,10125232,3.90467540999426,1
10130394,10131394,10132394,5.71782435446507,1
10139626,10140626,10141626,5.55430876484763,0
10147143,10148143,10149143,3.78667055100908,1
10148397,10149397,10150397,3.81820876655256,1
10151324,10152324,10153324,4.4686717408918,1
10168221,10169221,10170221,5.16245642283221,1
10168486,10169486,10170486,3.62472584467936,0
10169805,10170805,10171805,4.73584610405532,1
10218532,10219532,10220532,3.45781001418771,0
10225667,10226667,10227667,4.53510291680019,1
10244643,10245643,10246643,5.53379898182889,1
10256987,10257987,10258987,3.42455716095155,1
10266019,10267019,10268019,5.12076598181476,1
10266872,10267872,10268872,4.045955006927,0
10315615,10316615,10317615,5.6142991344059,1
10316723,10317723,10318723,4.53940803493369,0
10316850,10317850,10318850,6.37308547350168,0
10322796,10323796,10324796,3.48754573290699,1
10326975,10327975,10328975,5.76278621966528,0
10331487,10332487,10333487,5.806641216256,1
10364227,10365227,10366227,3.28078500780495,0
10368840,10369840,10370840,5.55630368451438,1
10373956,10374956,10375956,3.51795267183481,0
10374178,10375178,10376178,5.97899827850195,1
10377664,10378664,10379664,6.53261043279888,1
10377956,10378956,10379956,3.98369130047509,1
10396964,10397964,10398964,5.27857874634727,1
10434747,10435747,10436747,6.60626728221367,1
10447108,10448108,10449108,4.11792889035751,1
10448078,10449078,10450078,5.75908909108352,0
10448609,10449609,10450609,4.17955950456448,0
10488993,10489993,10490993,6.12201923786976,1
10493644,10494644,10495644,4.68714349496796,1
10503966,10504966,10505966,4.09493700878375,0
10504641,10505641,10506641,4.17215572633124,0
