str,peak,fin,amplitude,rippleDetection_rippleTrlDef
26520536,26521536,26522536,3.01541687081527,0
26522599,26523599,26524599,3.89237484234587,1
26522858,26523858,26524858,3.17702323887215,0
26523078,26524078,26525078,2.59986729613316,0
26523192,26524192,26525192,3.91188181144965,0
26523264,26524264,26525264,3.77778968010534,0
26524057,26525057,26526057,3.32304818024957,1
26525133,26526133,26527133,4.09951793166509,1
26566616,26567616,26568616,3.21849674889361,0
26566853,26567853,26568853,3.64984971083751,1
26607700,26608700,26609700,2.88195168106425,1
26651357,26652357,26653357,3.91704244428354,0
26658086,26659086,26660086,3.49713090508198,1
26658248,26659248,26660248,3.5492645869024,1
